DDI-MedLine.d80.s0|20-33|contraception|group
DDI-MedLine.d80.s1|12-19|provide|drug
DDI-MedLine.d80.s1|99-113|contraceptives|group
DDI-MedLine.d80.s5|0-6|Future|group
DDI-MedLine.d80.s8|31-42|endometrium|drug
DDI-MedLine.d80.s11|227-242|discontinuation|group
DDI-MedLine.d80.s12|71-83|carbohydrate|drug
DDI-MedLine.d80.s12|140-148|pressure|group
DDI-MedLine.d80.s17|0-7|uterine|drug
DDI-MedLine.d80.s17|8-16|fibroids|group
DDI-MedLine.d80.s21|0-9|endocrine|drug
DDI-MedLine.d80.s29|31-48|contraindications|group
DDI-MedLine.d84.s0|26-35|Ganoderma|drug
DDI-MedLine.d84.s0|87-98|antibiotics|group
DDI-MedLine.d84.s1|74-83|Ganoderma|drug
DDI-MedLine.d84.s1|96-101|KARST|brand
DDI-MedLine.d84.s1|213-226|antimicrobial|group
DDI-MedLine.d84.s2|46-59|antimicrobial|group
DDI-MedLine.d84.s3|30-43|antimicrobial|group
DDI-MedLine.d84.s3|82-93|antibiotics|group
DDI-MedLine.d84.s3|107-116|cefazolin|drug
DDI-MedLine.d84.s3|118-133|oxytetracycline|drug
DDI-MedLine.d84.s3|138-153|chloramphenicol|drug
DDI-MedLine.d84.s4|4-17|antimicrobial|group
DDI-MedLine.d84.s4|47-58|antibiotics|group
DDI-MedLine.d84.s5|49-58|cefazolin|drug
DDI-MedLine.d13.s0|9-20|amphetamine|drug
DDI-MedLine.d13.s1|18-28|literature|group
DDI-MedLine.d13.s1|29-37|contains|group
DDI-MedLine.d13.s1|75-87|amphetamines|drug
DDI-MedLine.d13.s4|3-11|contrast|group
DDI-MedLine.d13.s4|72-83|amphetamine|drug
DDI-MedLine.d13.s4|124-131|suicide|drug
DDI-MedLine.d13.s4|135-143|homicide|drug
DDI-MedLine.d13.s7|69-80|amphetamine|drug
DDI-MedLine.d13.s7|232-242|alcoholics|drug
DDI-MedLine.d13.s8|32-47|alcohol-related|drug
DDI-MedLine.d13.s8|99-110|amphetamine|drug
DDI-MedLine.d26.s0|45-53|exposure|group
DDI-MedLine.d26.s3|135-145|literature|group
DDI-MedLine.d26.s5|115-125|continuous|group
DDI-MedLine.d26.s5|168-178|structures|group
DDI-MedLine.d26.s8|239-248|exposures|group
DDI-MedLine.d69.s0|27-35|tyrosine|drug
DDI-MedLine.d69.s0|36-51|phosphorylation|drug
DDI-MedLine.d69.s0|70-85|contortrostatin|group
DDI-MedLine.d69.s0|141-151|echistatin|drug
DDI-MedLine.d69.s1|28-43|contortrostatin|group
DDI-MedLine.d69.s1|96-106|echistatin|drug
DDI-MedLine.d69.s1|156-164|tyrosine|drug
DDI-MedLine.d69.s1|165-180|phosphorylation|drug
DDI-MedLine.d69.s2|21-36|contortrostatin|group
DDI-MedLine.d69.s2|66-74|tyrosine|drug
DDI-MedLine.d69.s2|75-90|phosphorylation|drug
DDI-MedLine.d69.s2|183-198|phosphorylation|drug
DDI-MedLine.d69.s3|0-10|Echistatin|drug
DDI-MedLine.d69.s3|34-42|tyrosine|drug
DDI-MedLine.d69.s3|43-58|phosphorylation|drug
DDI-MedLine.d69.s3|118-133|contortrostatin|group
DDI-MedLine.d69.s4|32-40|tyrosine|drug
DDI-MedLine.d69.s4|41-56|phosphorylation|drug
DDI-MedLine.d69.s4|72-87|contortrostatin|group
DDI-MedLine.d69.s5|78-101|contortrostatin-induced|group
DDI-MedLine.d69.s5|102-117|phosphorylation|drug
DDI-MedLine.d69.s5|137-147|MDA-MB-435|brand
DDI-MedLine.d69.s6|57-66|structure|group
DDI-MedLine.d69.s6|70-85|contortrostatin|group
DDI-MedLine.d48.s0|24-33|histidine|drug
DDI-MedLine.d48.s0|79-90|Clostridium|drug
DDI-MedLine.d48.s1|0-11|Clostridium|drug
DDI-MedLine.d48.s2|82-95|glucosylation|drug
DDI-MedLine.d48.s3|0-7|Diethyl|drug
DDI-MedLine.d48.s3|8-21|pyrocarbonate|drug
DDI-MedLine.d48.s3|72-81|histidine|drug
DDI-MedLine.d48.s4|29-36|diethyl|drug
DDI-MedLine.d48.s4|37-50|pyrocarbonate|drug
DDI-MedLine.d48.s5|33-41|-diethyl|drug
DDI-MedLine.d48.s5|42-55|pyrocarbonate|drug
DDI-MedLine.d48.s5|102-111|histidine|drug
DDI-MedLine.d48.s5|134-143|molecules|drug
DDI-MedLine.d48.s6|15-22|diethyl|drug
DDI-MedLine.d48.s6|23-36|pyrocarbonate|drug
DDI-MedLine.d48.s6|58-71|hydroxylamine|drug
DDI-MedLine.d48.s7|32-41|histidine|drug
DDI-MedLine.d48.s8|0-9|Histidine|drug
DDI-MedLine.d48.s8|44-52|glucosyl|drug
DDI-MedLine.d48.s9|63-69|bovine|drug
DDI-MedLine.d48.s9|90-95|ELISA|brand
DDI-MedLine.d48.s10|26-35|histidine|drug
DDI-MedLine.d48.s11|164-178|zinc-chelating|drug
DDI-MedLine.d18.s0|42-52|budesonide|drug
DDI-MedLine.d18.s1|50-56|bovine|drug
DDI-MedLine.d18.s1|121-131|budesonide|drug
DDI-MedLine.d18.s2|21-31|budesonide|drug
DDI-MedLine.d18.s2|55-62|ethanol|drug
DDI-MedLine.d18.s4|76-83|contain|group
DDI-MedLine.d18.s5|49-55|saline|drug
DDI-MedLine.d18.s6|48-58|budesonide|drug
DDI-MedLine.d18.s6|128-139|equilibrium|drug
DDI-MedLine.d18.s7|68-74|sodium|drug
DDI-MedLine.d18.s7|75-82|dodecyl|drug
DDI-MedLine.d18.s8|33-43|budesonide|drug
DDI-MedLine.d18.s8|121-131|budesonide|drug
DDI-MedLine.d62.s0|54-69|methamphetamine|drug
DDI-MedLine.d62.s1|141-156|methamphetamine|drug
DDI-MedLine.d62.s1|190-196|define|drug
DDI-MedLine.d62.s4|202-210|dopamine|drug
DDI-MedLine.d62.s4|234-243|SCH-23390|brand
DDI-MedLine.d62.s4|267-278|neuroleptic|drug
DDI-MedLine.d62.s4|279-288|clozapine|drug
DDI-MedLine.d62.s5|62-70|dopamine|drug
DDI-MedLine.d104.s0|15-21|DCG-IV|brand
DDI-MedLine.d104.s0|26-33|L-CCG-1|brand
DDI-MedLine.d104.s0|39-52|phencyclidine|drug
DDI-MedLine.d104.s2|13-26|phencyclidine|drug
DDI-MedLine.d104.s3|71-77|DCG-IV|brand
DDI-MedLine.d104.s3|82-89|L-CCG-1|brand
DDI-MedLine.d104.s4|15-21|DCG-IV|brand
DDI-MedLine.d104.s5|15-22|L-CCG-1|brand
DDI-MedLine.d104.s8|12-19|examine|drug
DDI-MedLine.d104.s8|25-34|molecular|drug
DDI-MedLine.d104.s8|176-182|DCG-IV|brand
DDI-MedLine.d104.s8|188-195|L-CCG-1|brand
DDI-MedLine.d98.s0|33-40|cocaine|drug
DDI-MedLine.d98.s0|41-49|exposure|group
DDI-MedLine.d98.s1|191-198|control|group
DDI-MedLine.d98.s2|75-82|cocaine|drug
DDI-MedLine.d98.s3|9-16|cocaine|drug
DDI-MedLine.d98.s3|137-146|tolerance|drug
DDI-MedLine.d98.s4|15-22|cocaine|drug
DDI-MedLine.d98.s6|57-64|cocaine|drug
DDI-MedLine.d98.s7|0-8|Dopamine|drug
DDI-MedLine.d98.s7|172-180|controls|group
DDI-MedLine.d98.s11|117-127|contribute|group
DDI-MedLine.d98.s11|173-180|cocaine|drug
DDI-MedLine.d98.s11|181-189|exposure|group
DDI-MedLine.d110.s0|0-22|18-Methoxycoronaridine|drug_n
DDI-MedLine.d110.s0|24-29|18-MC|brand
DDI-MedLine.d110.s0|35-43|ibogaine|drug_n
DDI-MedLine.d110.s0|59-72|antiaddictive|group
DDI-MedLine.d110.s1|0-5|18-MC|brand
DDI-MedLine.d110.s2|5-13|ibogaine|drug_n
DDI-MedLine.d110.s2|26-31|18-MC|brand
DDI-MedLine.d110.s2|92-100|morphine|drug
DDI-MedLine.d110.s2|105-112|cocaine|drug
DDI-MedLine.d110.s2|149-156|ethanol|drug
DDI-MedLine.d110.s2|161-169|nicotine|drug
DDI-MedLine.d110.s3|7-15|ibogaine|drug_n
DDI-MedLine.d110.s3|17-22|18-MC|brand
DDI-MedLine.d110.s4|5-13|ibogaine|drug_n
DDI-MedLine.d110.s4|18-23|18-MC|brand
DDI-MedLine.d110.s5|5-13|ibogaine|drug_n
DDI-MedLine.d110.s5|18-23|18-MC|brand
DDI-MedLine.d110.s5|57-65|dopamine|drug
DDI-MedLine.d110.s5|101-109|ibogaine|drug_n
DDI-MedLine.d110.s6|5-13|ibogaine|drug_n
DDI-MedLine.d110.s6|18-23|18-MC|brand
DDI-MedLine.d110.s6|68-76|dopamine|drug
DDI-MedLine.d110.s7|5-13|ibogaine|drug_n
DDI-MedLine.d110.s7|61-69|dopamine|drug
DDI-MedLine.d110.s8|5-13|ibogaine|drug_n
DDI-MedLine.d110.s8|18-23|18-MC|brand
DDI-MedLine.d110.s9|0-8|Ibogaine|drug_n
DDI-MedLine.d110.s9|25-30|18-MC|brand
DDI-MedLine.d110.s9|75-83|morphine|drug
DDI-MedLine.d110.s11|0-8|Ibogaine|drug_n
DDI-MedLine.d110.s11|18-23|whole|drug
DDI-MedLine.d110.s12|0-5|18-MC|brand
DDI-MedLine.d110.s13|0-8|Ibogaine|drug_n
DDI-MedLine.d110.s13|18-23|18-MC|brand
DDI-MedLine.d110.s14|6-11|18-MC|brand
DDI-MedLine.d110.s14|16-24|ibogaine|drug_n
DDI-MedLine.d110.s14|100-105|18-MC|brand
DDI-MedLine.d110.s14|137-145|ibogaine|drug_n
DDI-MedLine.d110.s14|178-184|sodium|drug
DDI-MedLine.d110.s15|5-10|18-MC|brand
DDI-MedLine.d110.s15|15-23|ibogaine|drug_n
DDI-MedLine.d110.s15|57-65|ibogaine|drug_n
DDI-MedLine.d110.s15|67-72|18-MC|brand
DDI-MedLine.d110.s16|22-27|18-MC|brand
DDI-MedLine.d110.s16|124-132|ibogaine|drug_n
DDI-MedLine.d106.s1|45-58|anticoagulant|group
DDI-MedLine.d106.s1|75-88|phenobarbital|drug
DDI-MedLine.d106.s1|104-116|glutethimide|drug
DDI-MedLine.d106.s1|118-125|chloral|drug
DDI-MedLine.d106.s1|126-133|hydrate|drug
DDI-MedLine.d106.s2|123-130|control|group
DDI-MedLine.d106.s3|23-31|measured|group
DDI-MedLine.d106.s4|67-80|phenobarbital|drug
DDI-MedLine.d106.s4|99-111|glutethimide|drug
DDI-MedLine.d106.s5|81-88|chloral|drug
DDI-MedLine.d106.s5|89-96|hydrate|drug
DDI-MedLine.d106.s6|17-29|glutethimide|drug
DDI-MedLine.d106.s8|0-7|Chloral|drug
DDI-MedLine.d106.s8|8-15|hydrate|drug
DDI-MedLine.d106.s8|85-98|anticoagulant|group
DDI-MedLine.d106.s8|85-105|anticoagulant agents|group
DDI-MedLine.d106.s9|21-28|chloral|drug
DDI-MedLine.d106.s9|29-36|hydrate|drug
DDI-MedLine.d106.s9|151-164|anticoagulant|group
DDI-MedLine.d95.s3|157-178|acetylcholine-induced|drug
DDI-MedLine.d95.s4|116-129|noradrenaline|drug
DDI-MedLine.d95.s6|9-15|L-NAME|brand
DDI-MedLine.d95.s7|0-12|Indomethacin|drug
DDI-MedLine.d95.s8|3-30|noradrenaline-precontracted|group
DDI-MedLine.d95.s8|177-188|endothelium|drug
DDI-MedLine.d79.s0|23-32|indinavir|drug
DDI-MedLine.d79.s0|40-50|didanosine|drug
DDI-MedLine.d79.s0|71-79|exposure|group
DDI-MedLine.d79.s1|29-38|indinavir|drug
DDI-MedLine.d79.s1|43-53|didanosine|drug
DDI-MedLine.d79.s1|89-97|exposure|group
DDI-MedLine.d79.s1|101-110|indinavir|drug
DDI-MedLine.d79.s1|145-155|didanosine|drug
DDI-MedLine.d79.s1|171-180|indinavir|drug
DDI-MedLine.d79.s2|12-21|indinavir|drug
DDI-MedLine.d79.s2|127-136|indinavir|drug
DDI-MedLine.d79.s2|160-169|indinavir|drug
DDI-MedLine.d79.s2|193-203|didanosine|drug
DDI-MedLine.d79.s3|48-57|indinavir|drug
DDI-MedLine.d79.s3|74-84|didanosine|drug
DDI-MedLine.d79.s5|0-9|Indinavir|drug
DDI-MedLine.d79.s5|87-97|didanosine|drug
DDI-MedLine.d59.s0|77-86|carbachol|drug
DDI-MedLine.d59.s1|93-104|aminopyrine|drug
DDI-MedLine.d59.s2|31-40|carbachol|drug
DDI-MedLine.d59.s2|83-92|dibutyryl|drug
DDI-MedLine.d59.s3|38-47|carbachol|drug
DDI-MedLine.d59.s4|75-84|carbachol|drug
DDI-MedLine.d59.s5|29-49|carbachol-stimulated|drug
DDI-MedLine.d59.s6|74-93|1,4,5-trisphosphate|drug_n
DDI-MedLine.d59.s6|162-172|containing|group
DDI-MedLine.d59.s7|60-71|cholinergic|drug
DDI-MedLine.d59.s7|248-253|actin|drug
DDI-MedLine.d75.s0|16-24|biocytin|drug
DDI-MedLine.d75.s1|31-41|whole-cell|drug
DDI-MedLine.d75.s1|119-127|biocytin|drug
DDI-MedLine.d75.s1|280-288|biocytin|drug
DDI-MedLine.d75.s2|42-50|biocytin|drug
DDI-MedLine.d75.s2|118-128|whole-cell|drug
DDI-MedLine.d75.s3|80-87|opioids|group
DDI-MedLine.d75.s4|9-17|biocytin|drug
DDI-MedLine.d75.s4|96-104|biocytin|drug
DDI-MedLine.d75.s5|117-125|biocytin|drug
DDI-MedLine.d75.s5|141-149|biocytin|drug
DDI-MedLine.d75.s6|196-204|biocytin|drug
DDI-MedLine.d75.s7|70-79|potassium|drug
DDI-MedLine.d75.s8|53-61|biocytin|drug
DDI-MedLine.d75.s8|67-77|whole-cell|drug
DDI-MedLine.d75.s8|115-130|contraindicated|group
DDI-MedLine.d117.s0|44-58|anti-apoptotic|group
DDI-MedLine.d117.s1|82-95|antiapoptotic|group
DDI-MedLine.d117.s2|47-54|NIH-3T3|brand
DDI-MedLine.d117.s3|3-11|contrast|group
DDI-MedLine.d117.s3|66-73|RAS-3T3|brand
DDI-MedLine.d117.s3|125-132|NIH-3T3|brand
DDI-MedLine.d117.s3|136-143|RAS-3T3|brand
DDI-MedLine.d117.s4|13-20|RAS-3T3|brand
DDI-MedLine.d117.s4|50-59|antisense|group
DDI-MedLine.d117.s5|81-88|RAS-3T3|brand
DDI-MedLine.d117.s5|146-153|NIH-3T3|brand
DDI-MedLine.d117.s6|48-54|medium|drug
DDI-MedLine.d117.s6|143-150|NIH-3T3|brand
DDI-MedLine.d117.s7|84-91|NIH-3T3|brand
DDI-MedLine.d133.s0|15-24|verapamil|drug
DDI-MedLine.d133.s1|0-10|BACKGROUND|brand
DDI-MedLine.d133.s1|67-76|verapamil|drug
DDI-MedLine.d133.s1|77-90|hydrochloride|drug
DDI-MedLine.d133.s1|92-101|verapamil|drug
DDI-MedLine.d133.s1|106-113|calcium|drug
DDI-MedLine.d133.s2|0-7|METHODS|brand
DDI-MedLine.d133.s2|260-269|verapamil|drug
DDI-MedLine.d133.s2|315-320|until|drug
DDI-MedLine.d133.s3|0-7|RESULTS|brand
DDI-MedLine.d133.s4|9-18|verapamil|drug
DDI-MedLine.d133.s5|0-9|Verapamil|drug
DDI-MedLine.d133.s6|0-10|CONCLUSION|brand
DDI-MedLine.d133.s6|41-50|verapamil|drug
DDI-MedLine.d17.s0|50-58|oxytocin|drug
DDI-MedLine.d17.s1|55-63|oxytocin|drug
DDI-MedLine.d17.s2|15-23|measured|group
DDI-MedLine.d17.s3|34-48|norepinephrine|drug
DDI-MedLine.d17.s3|53-61|oxytocin|drug
DDI-MedLine.d17.s4|93-101|oxytocin|drug
DDI-MedLine.d17.s5|35-41|medium|drug
DDI-MedLine.d17.s5|42-51|contained|group
DDI-MedLine.d17.s5|52-60|oxytocin|drug
DDI-MedLine.d17.s7|19-33|norepinephrine|drug
DDI-MedLine.d17.s9|91-99|oxytocin|drug
