DDI-MedLine.d196.s0|DDI-MedLine.d196.s0.e0|DDI-MedLine.d196.s0.e1|0|null
DDI-MedLine.d196.s2|DDI-MedLine.d196.s2.e0|DDI-MedLine.d196.s2.e1|0|null
DDI-MedLine.d196.s3|DDI-MedLine.d196.s3.e0|DDI-MedLine.d196.s3.e1|0|null
DDI-MedLine.d196.s4|DDI-MedLine.d196.s4.e0|DDI-MedLine.d196.s4.e1|0|null
DDI-MedLine.d196.s4|DDI-MedLine.d196.s4.e0|DDI-MedLine.d196.s4.e2|0|null
DDI-MedLine.d196.s4|DDI-MedLine.d196.s4.e1|DDI-MedLine.d196.s4.e2|0|null
DDI-MedLine.d196.s5|DDI-MedLine.d196.s5.e0|DDI-MedLine.d196.s5.e1|0|null
DDI-MedLine.d196.s10|DDI-MedLine.d196.s10.e0|DDI-MedLine.d196.s10.e1|0|null
DDI-MedLine.d196.s20|DDI-MedLine.d196.s20.e0|DDI-MedLine.d196.s20.e1|0|null
DDI-MedLine.d196.s26|DDI-MedLine.d196.s26.e0|DDI-MedLine.d196.s26.e1|0|null
DDI-MedLine.d196.s26|DDI-MedLine.d196.s26.e0|DDI-MedLine.d196.s26.e2|0|null
DDI-MedLine.d196.s26|DDI-MedLine.d196.s26.e1|DDI-MedLine.d196.s26.e2|0|null
DDI-MedLine.d202.s1|DDI-MedLine.d202.s1.e0|DDI-MedLine.d202.s1.e1|0|null
DDI-MedLine.d219.s4|DDI-MedLine.d219.s4.e0|DDI-MedLine.d219.s4.e1|0|null
DDI-MedLine.d219.s6|DDI-MedLine.d219.s6.e0|DDI-MedLine.d219.s6.e1|0|null
DDI-MedLine.d230.s0|DDI-MedLine.d230.s0.e0|DDI-MedLine.d230.s0.e1|0|null
DDI-MedLine.d230.s2|DDI-MedLine.d230.s2.e0|DDI-MedLine.d230.s2.e1|0|null
DDI-MedLine.d230.s4|DDI-MedLine.d230.s4.e0|DDI-MedLine.d230.s4.e1|0|null
DDI-MedLine.d230.s7|DDI-MedLine.d230.s7.e0|DDI-MedLine.d230.s7.e1|1|advise
DDI-MedLine.d230.s7|DDI-MedLine.d230.s7.e0|DDI-MedLine.d230.s7.e2|1|advise
DDI-MedLine.d230.s7|DDI-MedLine.d230.s7.e0|DDI-MedLine.d230.s7.e3|1|advise
DDI-MedLine.d230.s7|DDI-MedLine.d230.s7.e1|DDI-MedLine.d230.s7.e2|0|null
DDI-MedLine.d230.s7|DDI-MedLine.d230.s7.e1|DDI-MedLine.d230.s7.e3|0|null
DDI-MedLine.d230.s7|DDI-MedLine.d230.s7.e2|DDI-MedLine.d230.s7.e3|0|null
DDI-MedLine.d230.s8|DDI-MedLine.d230.s8.e0|DDI-MedLine.d230.s8.e1|0|null
DDI-MedLine.d198.s3|DDI-MedLine.d198.s3.e0|DDI-MedLine.d198.s3.e1|0|null
DDI-MedLine.d198.s4|DDI-MedLine.d198.s4.e0|DDI-MedLine.d198.s4.e1|0|null
DDI-MedLine.d183.s0|DDI-MedLine.d183.s0.e0|DDI-MedLine.d183.s0.e1|0|null
DDI-MedLine.d183.s5|DDI-MedLine.d183.s5.e0|DDI-MedLine.d183.s5.e1|0|null
DDI-MedLine.d183.s6|DDI-MedLine.d183.s6.e0|DDI-MedLine.d183.s6.e1|1|mechanism
DDI-MedLine.d175.s3|DDI-MedLine.d175.s3.e0|DDI-MedLine.d175.s3.e1|0|null
DDI-MedLine.d175.s3|DDI-MedLine.d175.s3.e0|DDI-MedLine.d175.s3.e2|0|null
DDI-MedLine.d175.s3|DDI-MedLine.d175.s3.e0|DDI-MedLine.d175.s3.e3|0|null
DDI-MedLine.d175.s3|DDI-MedLine.d175.s3.e1|DDI-MedLine.d175.s3.e2|0|null
DDI-MedLine.d175.s3|DDI-MedLine.d175.s3.e1|DDI-MedLine.d175.s3.e3|0|null
DDI-MedLine.d175.s3|DDI-MedLine.d175.s3.e2|DDI-MedLine.d175.s3.e3|0|null
DDI-MedLine.d175.s7|DDI-MedLine.d175.s7.e0|DDI-MedLine.d175.s7.e1|0|null
DDI-MedLine.d175.s7|DDI-MedLine.d175.s7.e0|DDI-MedLine.d175.s7.e2|0|null
DDI-MedLine.d175.s7|DDI-MedLine.d175.s7.e1|DDI-MedLine.d175.s7.e2|0|null
DDI-MedLine.d232.s4|DDI-MedLine.d232.s4.e0|DDI-MedLine.d232.s4.e1|0|null
DDI-MedLine.d232.s4|DDI-MedLine.d232.s4.e0|DDI-MedLine.d232.s4.e2|0|null
DDI-MedLine.d232.s4|DDI-MedLine.d232.s4.e1|DDI-MedLine.d232.s4.e2|0|null
DDI-MedLine.d232.s8|DDI-MedLine.d232.s8.e0|DDI-MedLine.d232.s8.e1|0|null
DDI-MedLine.d158.s3|DDI-MedLine.d158.s3.e0|DDI-MedLine.d158.s3.e1|0|null
DDI-MedLine.d158.s3|DDI-MedLine.d158.s3.e0|DDI-MedLine.d158.s3.e2|0|null
DDI-MedLine.d158.s3|DDI-MedLine.d158.s3.e0|DDI-MedLine.d158.s3.e3|0|null
DDI-MedLine.d158.s3|DDI-MedLine.d158.s3.e1|DDI-MedLine.d158.s3.e2|0|null
DDI-MedLine.d158.s3|DDI-MedLine.d158.s3.e1|DDI-MedLine.d158.s3.e3|0|null
DDI-MedLine.d158.s3|DDI-MedLine.d158.s3.e2|DDI-MedLine.d158.s3.e3|0|null
DDI-MedLine.d151.s4|DDI-MedLine.d151.s4.e0|DDI-MedLine.d151.s4.e1|0|null
DDI-MedLine.d151.s5|DDI-MedLine.d151.s5.e0|DDI-MedLine.d151.s5.e1|0|null
DDI-MedLine.d151.s5|DDI-MedLine.d151.s5.e0|DDI-MedLine.d151.s5.e2|0|null
DDI-MedLine.d151.s5|DDI-MedLine.d151.s5.e1|DDI-MedLine.d151.s5.e2|0|null
DDI-MedLine.d146.s0|DDI-MedLine.d146.s0.e0|DDI-MedLine.d146.s0.e1|0|null
DDI-MedLine.d146.s3|DDI-MedLine.d146.s3.e0|DDI-MedLine.d146.s3.e1|0|null
DDI-MedLine.d212.s0|DDI-MedLine.d212.s0.e0|DDI-MedLine.d212.s0.e1|0|null
DDI-MedLine.d212.s1|DDI-MedLine.d212.s1.e0|DDI-MedLine.d212.s1.e1|0|null
DDI-MedLine.d212.s3|DDI-MedLine.d212.s3.e0|DDI-MedLine.d212.s3.e1|0|null
DDI-MedLine.d212.s4|DDI-MedLine.d212.s4.e0|DDI-MedLine.d212.s4.e1|0|null
DDI-MedLine.d212.s4|DDI-MedLine.d212.s4.e0|DDI-MedLine.d212.s4.e2|0|null
DDI-MedLine.d212.s4|DDI-MedLine.d212.s4.e0|DDI-MedLine.d212.s4.e3|0|null
DDI-MedLine.d212.s4|DDI-MedLine.d212.s4.e0|DDI-MedLine.d212.s4.e4|0|null
DDI-MedLine.d212.s4|DDI-MedLine.d212.s4.e0|DDI-MedLine.d212.s4.e5|0|null
DDI-MedLine.d212.s4|DDI-MedLine.d212.s4.e1|DDI-MedLine.d212.s4.e2|0|null
DDI-MedLine.d212.s4|DDI-MedLine.d212.s4.e1|DDI-MedLine.d212.s4.e3|0|null
DDI-MedLine.d212.s4|DDI-MedLine.d212.s4.e1|DDI-MedLine.d212.s4.e4|0|null
DDI-MedLine.d212.s4|DDI-MedLine.d212.s4.e1|DDI-MedLine.d212.s4.e5|0|null
DDI-MedLine.d212.s4|DDI-MedLine.d212.s4.e2|DDI-MedLine.d212.s4.e3|0|null
DDI-MedLine.d212.s4|DDI-MedLine.d212.s4.e2|DDI-MedLine.d212.s4.e4|0|null
DDI-MedLine.d212.s4|DDI-MedLine.d212.s4.e2|DDI-MedLine.d212.s4.e5|0|null
DDI-MedLine.d212.s4|DDI-MedLine.d212.s4.e3|DDI-MedLine.d212.s4.e4|0|null
DDI-MedLine.d212.s4|DDI-MedLine.d212.s4.e3|DDI-MedLine.d212.s4.e5|0|null
DDI-MedLine.d212.s4|DDI-MedLine.d212.s4.e4|DDI-MedLine.d212.s4.e5|0|null
DDI-MedLine.d212.s6|DDI-MedLine.d212.s6.e0|DDI-MedLine.d212.s6.e1|0|null
DDI-MedLine.d212.s7|DDI-MedLine.d212.s7.e0|DDI-MedLine.d212.s7.e1|0|null
DDI-MedLine.d212.s7|DDI-MedLine.d212.s7.e0|DDI-MedLine.d212.s7.e2|1|effect
DDI-MedLine.d212.s7|DDI-MedLine.d212.s7.e1|DDI-MedLine.d212.s7.e2|1|effect
DDI-MedLine.d212.s8|DDI-MedLine.d212.s8.e0|DDI-MedLine.d212.s8.e1|0|null
DDI-MedLine.d212.s8|DDI-MedLine.d212.s8.e0|DDI-MedLine.d212.s8.e2|0|null
DDI-MedLine.d212.s8|DDI-MedLine.d212.s8.e0|DDI-MedLine.d212.s8.e3|0|null
DDI-MedLine.d212.s8|DDI-MedLine.d212.s8.e1|DDI-MedLine.d212.s8.e2|0|null
DDI-MedLine.d212.s8|DDI-MedLine.d212.s8.e1|DDI-MedLine.d212.s8.e3|0|null
DDI-MedLine.d212.s8|DDI-MedLine.d212.s8.e2|DDI-MedLine.d212.s8.e3|0|null
DDI-MedLine.d212.s9|DDI-MedLine.d212.s9.e0|DDI-MedLine.d212.s9.e1|0|null
DDI-MedLine.d212.s10|DDI-MedLine.d212.s10.e0|DDI-MedLine.d212.s10.e1|0|null
DDI-MedLine.d149.s0|DDI-MedLine.d149.s0.e0|DDI-MedLine.d149.s0.e1|0|null
DDI-MedLine.d149.s0|DDI-MedLine.d149.s0.e0|DDI-MedLine.d149.s0.e2|0|null
DDI-MedLine.d149.s0|DDI-MedLine.d149.s0.e1|DDI-MedLine.d149.s0.e2|0|null
DDI-MedLine.d149.s1|DDI-MedLine.d149.s1.e0|DDI-MedLine.d149.s1.e1|0|null
DDI-MedLine.d149.s1|DDI-MedLine.d149.s1.e0|DDI-MedLine.d149.s1.e2|0|null
DDI-MedLine.d149.s1|DDI-MedLine.d149.s1.e1|DDI-MedLine.d149.s1.e2|0|null
DDI-MedLine.d149.s4|DDI-MedLine.d149.s4.e0|DDI-MedLine.d149.s4.e1|0|null
DDI-MedLine.d149.s4|DDI-MedLine.d149.s4.e0|DDI-MedLine.d149.s4.e2|0|null
DDI-MedLine.d149.s4|DDI-MedLine.d149.s4.e1|DDI-MedLine.d149.s4.e2|0|null
DDI-MedLine.d142.s0|DDI-MedLine.d142.s0.e0|DDI-MedLine.d142.s0.e1|0|null
DDI-MedLine.d142.s1|DDI-MedLine.d142.s1.e0|DDI-MedLine.d142.s1.e1|0|null
DDI-MedLine.d142.s2|DDI-MedLine.d142.s2.e0|DDI-MedLine.d142.s2.e1|0|null
